Sektor,Kategori,Hutan lahan kering primer,Hutan lahan kering sekunder / bekas tebangan,Hutan rawa primer,Hutan rawa sekunder,Hutan mangrove primer,Hutan mangrove sekunder,Hutan tanaman,Perkebunan,Semak belukar,Semak belukar rawa,Savanna / Padang rumput,Pertanian lahan kering,Pertanian lahan kering  campur semak / kebun campur,Sawah,Tambak,Pemukiman,Transmigrasi,Lahan terbuka,Pertambangan,Tubuh air,Rawa,Awan,Bandara,Total kebutuhan lahan,LRC,LPC
Perikanan darat dan hasil perikanan darat,Pertanian kehutanan dan perikanan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,0,1254,0,0,0,1760,0.318581437,3.138914836
Pertambangan batu bara dan mineral logam,Pertambangan dan penggalian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881.4,1814.5,0,0,0,0,3695.9,0.007147719,139.9047757
Pertambangan dan penggalian lainnya,Pertambangan dan penggalian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881.4,1814.5,0,0,0,0,3695.9,0.002728034,366.5643753
Industri penggilingan dan penyosohan padi dan kopi,Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.003837699,260.5727951
Industri makanan lainnya,Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0,0
"Industri tekstil, brg kulit dan alas kaki",Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.006244486,160.1412765
"Industri barang kayu, hasil hutan lainnya",Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.001405204,711.6406302
Industri kertas dan barang cetakan,Industri pengolahan,0,0,0,0,0,0,4032,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,5297.913047,0,0
"Industri pupuk, kimia & barang dari karet",Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0,0
Industri semen & barang galian bukan logam,Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.065452201,15.27832503
"Industri alat angkutan, mesin & peralatannya",Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.037660907,26.55273265
Industri Barang lainnya,Industri pengolahan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.219371248,4.55848253
"Listrik , gas dan air bersih",Pengadaan listrik dan gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.004390514,227.763763
Bangunan,Real Estat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,31.8,1297.713047,0.001897922,526.8919874
Perdagangan,Perdagangan besar dan eceran reparasi mobil dan sepeda motor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.006652031,150.3300343
Hotel dan Restoran,Penyediaan Akomodasi dan Makan Minum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.359668107,2.780341041
Angkutan darat,Transportasi dan Pergudangan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.002778688,359.8820638
"Angkutan laut, sungai dan danau",Transportasi dan Pergudangan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.004355915,229.5728658
Angkutan udara,Transportasi dan Pergudangan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,31.8,1297.713047,0.105825587,9.449510526
Jasa penunjang angkutan,Jasa Perusahaan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.002778688,359.8820638
Komunikasi,Informasi dan Komunikasi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.064688327,15.45873948
Bank dan lembaga keuangan lainnya,Jasa Keuangan dan Asuransi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.004642152,215.417322
Pemerintahan,"Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.002393844,417.7380997
Jasa pendidikan dan kesehatan,Jasa Pendidikan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.043139841,23.18042844
Jasa lainnya,Jasa lainnya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.913047,0,0,0,0,0,0,0,1265.913047,0.028229687,35.42370133
Kegiatan yang tak jelas batasannya,Jasa lainnya,409352.0226,128004.2537,0,0,608.1481005,718.0577827,0,0,175672,2554.2,0,0,0,0,0,1265.913047,0,5644.2,0,3762,0,0,95.4,727676.1953,0,0
